Date,Close
6/14/2016 16:00:00,214.96
6/15/2016 16:00:00,217.7
6/16/2016 16:00:00,217.93
6/17/2016 16:00:00,215.47
6/20/2016 16:00:00,219.7
6/21/2016 16:00:00,219.61
6/22/2016 16:00:00,196.66
6/23/2016 16:00:00,196.4
6/24/2016 16:00:00,193.15
6/27/2016 16:00:00,198.55
6/28/2016 16:00:00,201.79
6/29/2016 16:00:00,210.19
6/30/2016 16:00:00,212.28
07/01/2016 16:00,216.5
07/05/2016 16:00,213.98
07/06/2016 16:00,214.44
07/07/2016 16:00,215.94
07/08/2016 16:00,216.78
07/11/2016 16:00,224.78
07/12/2016 16:00,224.65
7/13/2016 16:00:00,222.53
7/14/2016 16:00:00,221.53
7/15/2016 16:00:00,220.4
7/18/2016 16:00:00,226.25
7/19/2016 16:00:00,225.26
7/20/2016 16:00:00,228.36
7/21/2016 16:00:00,220.5
7/22/2016 16:00:00,222.27
7/25/2016 16:00:00,230.01
7/26/2016 16:00:00,229.51
7/27/2016 16:00:00,228.49
7/28/2016 16:00:00,230.61
7/29/2016 16:00:00,234.79
08/01/2016 16:00,230.01
08/02/2016 16:00,227.2
08/03/2016 16:00,225.79
08/04/2016 16:00,230.61
08/05/2016 16:00,230.03
08/08/2016 16:00,226.16
08/09/2016 16:00,229.08
08/10/2016 16:00,225.65
08/11/2016 16:00,224.91
08/12/2016 16:00,225.61
8/15/2016 16:00:00,225.59
8/16/2016 16:00:00,223.61
8/17/2016 16:00:00,223.24
8/18/2016 16:00:00,223.51
8/19/2016 16:00:00,225
8/22/2016 16:00:00,222.93
8/23/2016 16:00:00,224.84
8/24/2016 16:00:00,222.62
8/25/2016 16:00:00,220.96
8/26/2016 16:00:00,219.99
8/29/2016 16:00:00,215.2
8/30/2016 16:00:00,211.34
8/31/2016 16:00:00,212.01
09/01/2016 16:00,200.77
09/02/2016 16:00,197.78
09/06/2016 16:00,202.83
09/07/2016 16:00,201.71
09/08/2016 16:00,197.36
09/09/2016 16:00,194.47
09/12/2016 16:00,198.3
9/13/2016 16:00:00,196.05
9/14/2016 16:00:00,196.41
9/15/2016 16:00:00,200.42
9/16/2016 16:00:00,205.4
9/19/2016 16:00:00,206.34
9/20/2016 16:00:00,204.64
9/21/2016 16:00:00,205.22
9/22/2016 16:00:00,206.43
9/23/2016 16:00:00,207.45
9/26/2016 16:00:00,208.99
9/27/2016 16:00:00,205.81
9/28/2016 16:00:00,206.27
9/29/2016 16:00:00,200.7
9/30/2016 16:00:00,204.03
10/03/2016 16:00,213.7
10/04/2016 16:00,211.41
10/05/2016 16:00,208.46
10/06/2016 16:00,201
10/07/2016 16:00,196.61
10/10/2016 16:00,200.95
10/11/2016 16:00,200.1
10/12/2016 16:00,201.51
10/13/2016 16:00:00,200.24
10/14/2016 16:00:00,196.51
10/17/2016 16:00:00,193.96
10/18/2016 16:00:00,199.1
10/19/2016 16:00:00,203.56
10/20/2016 16:00:00,199.1
10/21/2016 16:00:00,200.09
10/24/2016 16:00:00,202.76
10/25/2016 16:00:00,202.34
10/26/2016 16:00:00,202.24
10/27/2016 16:00:00,204.01
10/28/2016 16:00:00,199.97
10/31/2016 16:00:00,197.73
11/01/2016 16:00,190.79
11/02/2016 16:00,188.02
11/03/2016 16:00,187.42
11/04/2016 16:00,190.56
11/07/2016 16:00,193.21
11/08/2016 16:00,194.94
11/09/2016 16:00,190.06
11/10/2016 16:00,185.35
11/11/2016 16:00,188.56
11/14/2016 16:00:00,181.45
11/15/2016 16:00:00,183.77
11/16/2016 16:00:00,183.93
11/17/2016 16:00:00,188.66
11/18/2016 16:00:00,185.02
11/21/2016 16:00:00,184.52
11/22/2016 16:00:00,191.17
11/23/2016 16:00:00,193.14
11/25/2016 16:00:00,196.65
11/28/2016 16:00:00,196.12
11/29/2016 16:00:00,189.57
11/30/2016 16:00:00,189.4
12/01/2016 16:00,181.88
12/02/2016 16:00,181.47
12/05/2016 16:00,186.8
12/06/2016 16:00,185.85
12/07/2016 16:00,193.15
12/08/2016 16:00,192.29
12/09/2016 16:00,192.18
12/12/2016 16:00,192.43
12/13/2016 16:00:00,198.15
12/14/2016 16:00:00,198.69
12/15/2016 16:00:00,197.58
12/16/2016 16:00:00,202.49
12/19/2016 16:00:00,202.73
12/20/2016 16:00:00,208.79
12/21/2016 16:00:00,207.7
12/22/2016 16:00:00,208.45
12/23/2016 16:00:00,213.34
12/27/2016 16:00:00,219.53
12/28/2016 16:00:00,219.74
12/29/2016 16:00:00,214.68
12/30/2016 16:00:00,213.69
01/03/2017 16:00,216.99
01/04/2017 16:00,226.99
01/05/2017 16:00,226.75
01/06/2017 16:00,229.01
01/09/2017 16:00,231.28
01/10/2017 16:00,229.87
01/11/2017 16:00,229.73
01/12/2017 16:00,229.59
1/13/2017 16:00:00,237.75
1/17/2017 16:00:00,235.58
1/18/2017 16:00:00,238.36
1/19/2017 16:00:00,243.76
1/20/2017 16:00:00,244.73
1/23/2017 16:00:00,248.92
1/24/2017 16:00:00,254.61
1/25/2017 16:00:00,254.47
1/26/2017 16:00:00,252.51
1/27/2017 16:00:00,252.95
1/30/2017 16:00:00,250.63
1/31/2017 16:00:00,251.93
02/01/2017 16:00,249.24
02/02/2017 16:00,251.55
02/03/2017 16:00,251.33
02/06/2017 16:00,257.77
02/07/2017 16:00,257.48
02/08/2017 16:00,262.08
02/09/2017 16:00,269.2
02/10/2017 16:00,269.23
2/13/2017 16:00:00,280.6
2/14/2017 16:00:00,280.98
2/15/2017 16:00:00,279.76
2/16/2017 16:00:00,268.95
2/17/2017 16:00:00,272.23
2/21/2017 16:00:00,277.39
2/22/2017 16:00:00,273.51
2/23/2017 16:00:00,255.99
2/24/2017 16:00:00,257
2/27/2017 16:00:00,246.23
2/28/2017 16:00:00,249.99
03/01/2017 16:00,250.02
03/02/2017 16:00,250.48
03/03/2017 16:00,251.57
03/06/2017 16:00,251.21
03/07/2017 16:00,248.59
03/08/2017 16:00,246.87
03/09/2017 16:00,244.9
03/10/2017 16:00,243.69
3/13/2017 16:00:00,246.17
3/14/2017 16:00:00,258
3/15/2017 16:00:00,255.73
3/16/2017 16:00:00,262.05
3/17/2017 16:00:00,261.5
3/20/2017 16:00:00,261.92
3/21/2017 16:00:00,250.68
3/22/2017 16:00:00,255.01
3/23/2017 16:00:00,254.78
3/24/2017 16:00:00,263.16
3/27/2017 16:00:00,270.22
3/28/2017 16:00:00,277.45
3/29/2017 16:00:00,277.38
3/30/2017 16:00:00,277.92
3/31/2017 16:00:00,278.3
04/03/2017 16:00,298.52
04/04/2017 16:00,303.7
04/05/2017 16:00,295
04/06/2017 16:00,298.7
04/07/2017 16:00,302.54
04/10/2017 16:00,312.39
04/11/2017 16:00,308.71
04/12/2017 16:00,296.84
4/13/2017 16:00:00,304
4/17/2017 16:00:00,301.44
4/18/2017 16:00:00,300.25
4/19/2017 16:00:00,305.52
4/20/2017 16:00:00,302.51
4/21/2017 16:00:00,305.6
4/24/2017 16:00:00,308.03
4/25/2017 16:00:00,313.79
4/26/2017 16:00:00,310.17
4/27/2017 16:00:00,308.63
4/28/2017 16:00:00,314.07
05/01/2017 16:00,322.83
05/02/2017 16:00,318.89
05/03/2017 16:00,311.02
05/04/2017 16:00,295.46
05/05/2017 16:00,308.35
05/08/2017 16:00,307.19
05/09/2017 16:00,321.26
05/10/2017 16:00,325.22
05/11/2017 16:00,323.1
05/12/2017 16:00,324.81
5/15/2017 16:00:00,315.88
5/16/2017 16:00:00,317.01
5/17/2017 16:00:00,306.11
5/18/2017 16:00:00,313.06
5/19/2017 16:00:00,310.83
5/22/2017 16:00:00,310.35
5/23/2017 16:00:00,303.86
5/24/2017 16:00:00,310.22
5/25/2017 16:00:00,316.83
5/26/2017 16:00:00,325.14
5/30/2017 16:00:00,335.1
5/31/2017 16:00:00,341.01
06/01/2017 16:00,340.37
06/02/2017 16:00,339.85
06/05/2017 16:00,347.32
06/06/2017 16:00,352.85
06/07/2017 16:00,359.65
06/08/2017 16:00,370
06/09/2017 16:00,357.32
06/12/2017 16:00,359.01
6/13/2017 16:00:00,375.95
6/14/2017 16:00:00,380.66
6/15/2017 16:00:00,375.34
6/16/2017 16:00:00,371.4
6/19/2017 16:00:00,369.8
6/20/2017 16:00:00,372.24
6/21/2017 16:00:00,376.4
6/22/2017 16:00:00,382.61
6/23/2017 16:00:00,383.45
6/26/2017 16:00:00,377.49
6/27/2017 16:00:00,362.37
6/28/2017 16:00:00,371.24
6/29/2017 16:00:00,360.75
6/30/2017 16:00:00,361.61
07/03/2017 16:00,352.62
07/05/2017 16:00,327.09
07/06/2017 16:00,308.83
07/07/2017 16:00,313.22
07/10/2017 16:00,316.05
07/11/2017 16:00,327.22
07/12/2017 16:00,329.52
7/13/2017 16:00:00,323.41
7/14/2017 16:00:00,327.78
7/17/2017 16:00:00,319.57
7/18/2017 16:00:00,328.24
7/19/2017 16:00:00,325.26
7/20/2017 16:00:00,329.92
7/21/2017 16:00:00,328.4
7/24/2017 16:00:00,342.52
7/25/2017 16:00:00,339.6
7/26/2017 16:00:00,343.85
7/27/2017 16:00:00,334.46
7/28/2017 16:00:00,335.07
7/31/2017 16:00:00,323.47
08/01/2017 16:00,319.57
08/02/2017 16:00,325.89
08/03/2017 16:00,347.09
08/04/2017 16:00,356.91
08/07/2017 16:00,355.17
08/08/2017 16:00,365.22
08/09/2017 16:00,363.53
08/10/2017 16:00,355.4
08/11/2017 16:00,357.87
8/14/2017 16:00:00,363.8
8/15/2017 16:00:00,362.33
8/16/2017 16:00:00,362.91
8/17/2017 16:00:00,351.92
8/18/2017 16:00:00,347.46
8/21/2017 16:00:00,337.86
8/22/2017 16:00:00,341.35
8/23/2017 16:00:00,352.77
8/24/2017 16:00:00,352.93
8/25/2017 16:00:00,348.05
8/28/2017 16:00:00,345.66
8/29/2017 16:00:00,347.36
8/30/2017 16:00:00,353.18
8/31/2017 16:00:00,355.9
09/01/2017 16:00,355.4
09/05/2017 16:00,349.59
09/06/2017 16:00,344.53
09/07/2017 16:00,350.61
09/08/2017 16:00,343.4
09/11/2017 16:00,363.69
09/12/2017 16:00,362.75
9/13/2017 16:00:00,366.23
9/14/2017 16:00:00,377.64
9/15/2017 16:00:00,379.81
9/18/2017 16:00:00,385
9/19/2017 16:00:00,375.1
9/20/2017 16:00:00,373.91
9/21/2017 16:00:00,366.48
9/22/2017 16:00:00,351.09
9/25/2017 16:00:00,344.99
9/26/2017 16:00:00,345.25
9/27/2017 16:00:00,340.97
9/28/2017 16:00:00,339.6
9/29/2017 16:00:00,341.1
10/02/2017 16:00,341.53
10/03/2017 16:00,348.14
10/04/2017 16:00,355.01
10/05/2017 16:00,355.33
10/06/2017 16:00,356.88
10/09/2017 16:00,342.94
10/10/2017 16:00,355.59
10/11/2017 16:00,354.6
10/12/2017 16:00,355.68
10/13/2017 16:00:00,355.57
10/16/2017 16:00:00,350.6
10/17/2017 16:00:00,355.75
10/18/2017 16:00:00,359.65
10/19/2017 16:00:00,351.81
10/20/2017 16:00:00,345.1
10/23/2017 16:00:00,337.02
10/24/2017 16:00:00,337.34
10/25/2017 16:00:00,325.84
10/26/2017 16:00:00,326.17
10/27/2017 16:00:00,320.87
10/30/2017 16:00:00,320.08
10/31/2017 16:00:00,331.53
11/01/2017 16:00,321.08
11/02/2017 16:00,299.26
11/03/2017 16:00,306.09
11/06/2017 16:00,302.78
11/07/2017 16:00,306.05
11/08/2017 16:00,304.39
11/09/2017 16:00,302.99
11/10/2017 16:00,302.99
11/13/2017 16:00:00,315.4
11/14/2017 16:00:00,308.7
11/15/2017 16:00:00,311.3
11/16/2017 16:00:00,312.5
11/17/2017 16:00:00,315.05
11/20/2017 16:00:00,308.74
11/21/2017 16:00:00,317.81
11/22/2017 16:00:00,312.6
11/24/2017 13:00:00,315.55
11/27/2017 16:00:00,316.81
11/28/2017 16:00:00,317.55
11/29/2017 16:00:00,307.54
11/30/2017 16:00:00,308.85
12/01/2017 16:00,306.53
12/04/2017 16:00,305.2
12/05/2017 16:00,303.7
12/06/2017 16:00,313.26
12/07/2017 16:00,311.24
12/08/2017 16:00,315.13
12/11/2017 16:00,328.91
12/12/2017 16:00,341.03
12/13/2017 16:00:00,339.03
12/14/2017 16:00:00,337.89
12/15/2017 16:00:00,343.45
12/18/2017 16:00:00,338.87
12/19/2017 16:00:00,331.1
12/20/2017 16:00:00,328.98
12/21/2017 16:00:00,331.66
12/22/2017 16:00:00,325.2
12/26/2017 16:00:00,317.29
12/27/2017 16:00:00,311.64
12/28/2017 16:00:00,315.36
12/29/2017 16:00:00,311.35
01/02/2018 16:00,320.53
01/03/2018 16:00,317.25
01/04/2018 16:00,314.62
01/05/2018 16:00,316.58
01/08/2018 16:00,336.41
01/09/2018 16:00,333.69
01/10/2018 16:00,334.8
01/11/2018 16:00,337.95
01/12/2018 16:00,336.22
1/16/2018 16:00:00,340.06
1/17/2018 16:00:00,347.16
1/18/2018 16:00:00,344.57
1/19/2018 16:00:00,350.02
1/22/2018 16:00:00,351.56
1/23/2018 16:00:00,352.79
1/24/2018 16:00:00,345.89
1/25/2018 16:00:00,337.64
1/26/2018 16:00:00,342.85
1/29/2018 16:00:00,349.53
1/30/2018 16:00:00,345.82
1/31/2018 16:00:00,354.31
02/01/2018 16:00,349.25
02/02/2018 16:00,343.75
02/05/2018 16:00,333.13
02/06/2018 16:00,333.97
02/07/2018 16:00,345
02/08/2018 16:00,315.23
02/09/2018 16:00,310.42
02/12/2018 16:00,315.73
2/13/2018 16:00:00,323.66
2/14/2018 16:00:00,322.31
2/15/2018 16:00:00,334.07
2/16/2018 16:00:00,335.49
2/20/2018 16:00:00,334.77
2/21/2018 16:00:00,333.3
2/22/2018 16:00:00,346.17
2/23/2018 16:00:00,352.05
2/26/2018 16:00:00,357.42
2/27/2018 16:00:00,350.99
2/28/2018 16:00:00,343.06
03/01/2018 16:00,330.93
03/02/2018 16:00,335.12
03/05/2018 16:00,333.35
03/06/2018 16:00,328.2
03/07/2018 16:00,332.3
03/08/2018 16:00,329.1
03/09/2018 16:00,327.17
03/12/2018 16:00,345.51
3/13/2018 16:00:00,341.84
3/14/2018 16:00:00,326.63
3/15/2018 16:00:00,325.6
3/16/2018 16:00:00,321.35
3/19/2018 16:00:00,313.56
3/20/2018 16:00:00,310.55
3/21/2018 16:00:00,316.53
3/22/2018 16:00:00,309.1
3/23/2018 16:00:00,301.54
3/26/2018 16:00:00,304.18
3/27/2018 16:00:00,279.18
3/28/2018 16:00:00,257.78
3/29/2018 16:00:00,266.13
04/02/2018 16:00,252.48
04/03/2018 16:00,267.53
04/04/2018 16:00,286.94
04/05/2018 16:00,305.72
04/06/2018 16:00,299.3
04/09/2018 16:00,289.66
04/10/2018 16:00,304.7
04/11/2018 16:00,300.93
04/12/2018 16:00,294.08
4/13/2018 16:00:00,300.34
4/16/2018 16:00:00,291.21
4/17/2018 16:00:00,291.21
4/18/2018 16:00:00,293.35
4/19/2018 16:00:00,300.08
4/20/2018 16:00:00,290.24
4/23/2018 16:00:00,283.37
4/24/2018 16:00:00,283.46
4/25/2018 16:00:00,280.69
4/26/2018 16:00:00,285.48
4/27/2018 16:00:00,294.08
4/30/2018 16:00:00,293.9
05/01/2018 16:00,299.92
05/02/2018 16:00,301.15
05/03/2018 16:00,284.45
05/04/2018 16:00,294.09
05/07/2018 16:00,302.77
05/08/2018 16:00,301.97
05/09/2018 16:00,306.85
05/10/2018 16:00,305.02
05/11/2018 16:00,301.06
5/14/2018 16:00:00,291.97
5/15/2018 16:00:00,284.18
5/16/2018 16:00:00,286.48
5/17/2018 16:00:00,284.54
5/18/2018 16:00:00,284.54
5/21/2018 16:00:00,284.49
5/22/2018 16:00:00,275.01
5/23/2018 16:00:00,279.07
5/24/2018 16:00:00,277.85
5/25/2018 16:00:00,278.85
5/29/2018 16:00:00,283.76
5/30/2018 16:00:00,291.72
5/31/2018 16:00:00,284.73
06/01/2018 16:00,291.82
06/04/2018 16:00,296.74
06/05/2018 16:00,291.13
06/06/2018 16:00,319.5
06/07/2018 16:00,316.09
06/08/2018 16:00,317.66
06/11/2018 16:00,332.1
06/12/2018 16:00,342.77
6/13/2018 16:00:00,344.78
6/14/2018 16:00:00,357.72
6/15/2018 16:00:00,358.17
6/18/2018 16:00:00,370.83
6/19/2018 16:00:00,352.55
6/20/2018 16:00:00,362.22
6/21/2018 16:00:00,347.51
6/22/2018 16:00:00,333.63
6/25/2018 16:00:00,333.01
6/26/2018 16:00:00,342
6/27/2018 16:00:00,344.5
6/28/2018 16:00:00,349.93
6/29/2018 16:00:00,342.95
07/02/2018 16:00,335.07
07/03/2018 13:00,310.86
07/05/2018 16:00,309.16
07/06/2018 16:00,308.9
07/09/2018 16:00,318.51
07/10/2018 16:00,322.47
07/11/2018 16:00,318.96
07/12/2018 16:00,316.71
7/13/2018 16:00:00,318.87
7/16/2018 16:00:00,310.1
7/17/2018 16:00:00,322.69
7/18/2018 16:00:00,323.85
7/19/2018 16:00:00,320.23
7/20/2018 16:00:00,313.58
7/23/2018 16:00:00,303.2
7/24/2018 16:00:00,297.43
7/25/2018 16:00:00,308.74
7/26/2018 16:00:00,306.65
7/27/2018 16:00:00,297.18
7/30/2018 16:00:00,290.17
7/31/2018 16:00:00,298.14
08/01/2018 16:00,300.84
08/02/2018 16:00,349.54
08/03/2018 16:00,348.17
08/06/2018 16:00,341.99
08/07/2018 16:00,379.57
08/08/2018 16:00,370.34
08/09/2018 16:00,352.45
08/10/2018 16:00,355.49
8/13/2018 16:00:00,356.41
8/14/2018 16:00:00,347.64
8/15/2018 16:00:00,338.69
8/16/2018 16:00:00,335.45
8/17/2018 16:00:00,305.5
8/20/2018 16:00:00,308.44
8/21/2018 16:00:00,321.9
8/22/2018 16:00:00,321.64
8/23/2018 16:00:00,320.1
8/24/2018 16:00:00,322.82
8/27/2018 16:00:00,319.27
8/28/2018 16:00:00,311.86
8/29/2018 16:00:00,305.01
8/30/2018 16:00:00,303.15
8/31/2018 16:00:00,301.66
09/04/2018 16:00,288.95
09/05/2018 16:00,280.74
09/06/2018 16:00,280.95
09/07/2018 16:00,263.24
09/10/2018 16:00,285.5
09/11/2018 16:00,279.44
09/12/2018 16:00,290.54
9/13/2018 16:00:00,289.46
9/14/2018 16:00:00,295.2
9/17/2018 16:00:00,294.84
9/18/2018 16:00:00,284.96
9/19/2018 16:00:00,299.02
9/20/2018 16:00:00,298.33
9/21/2018 16:00:00,299.1
9/24/2018 16:00:00,299.68
9/25/2018 16:00:00,300.99
9/26/2018 16:00:00,309.58
9/27/2018 16:00:00,307.52
9/28/2018 16:00:00,264.77
10/01/2018 16:00,310.7
10/02/2018 16:00,301.02
10/03/2018 16:00,294.8
10/04/2018 16:00,281.83
10/05/2018 16:00,261.95
10/08/2018 16:00,250.56
10/09/2018 16:00,262.8
10/10/2018 16:00,256.88
10/11/2018 16:00,252.23
10/12/2018 16:00,258.78
10/15/2018 16:00:00,259.59
10/16/2018 16:00:00,276.59
10/17/2018 16:00:00,271.78
10/18/2018 16:00:00,263.91
10/19/2018 16:00:00,260
10/22/2018 16:00:00,260.95
10/23/2018 16:00:00,294.14
10/24/2018 16:00:00,288.5
10/25/2018 16:00:00,314.86
10/26/2018 16:00:00,330.9
10/29/2018 16:00:00,334.85
10/30/2018 16:00:00,329.9
10/31/2018 16:00:00,337.32
11/01/2018 16:00,344.28
11/02/2018 16:00,346.41
11/05/2018 16:00,341.4
11/06/2018 16:00,341.06
11/07/2018 16:00,348.16
11/08/2018 16:00,351.4
11/09/2018 16:00,350.51
11/12/2018 16:00,331.28
11/13/2018 16:00:00,338.73
11/14/2018 16:00:00,344
11/15/2018 16:00:00,348.44
11/16/2018 16:00:00,354.31
11/19/2018 16:00:00,353.47
11/20/2018 16:00:00,347.49
11/21/2018 16:00:00,338.19
11/23/2018 13:00:00,325.83
11/26/2018 16:00:00,346
11/27/2018 16:00:00,343.92
11/28/2018 16:00:00,347.87
11/29/2018 16:00:00,341.17
11/30/2018 16:00:00,350.48
12/03/2018 16:00,358.49
12/04/2018 16:00,359.7
12/06/2018 16:00,363.06
12/07/2018 16:00,357.97
12/10/2018 16:00,365.15
12/11/2018 16:00,366.76
12/12/2018 16:00,366.6
12/13/2018 16:00:00,376.79
12/14/2018 16:00:00,365.71
12/17/2018 16:00:00,348.42
12/18/2018 16:00:00,337.03
12/19/2018 16:00:00,332.97
12/20/2018 16:00:00,315.38
12/21/2018 16:00:00,319.77
12/24/2018 13:00:00,295.39
12/26/2018 16:00:00,326.09
12/27/2018 16:00:00,316.13
12/28/2018 16:00:00,333.87
12/31/2018 16:00:00,332.8
01/02/2019 16:00,310.12
01/03/2019 16:00,300.36
01/04/2019 16:00,317.69
01/07/2019 16:00,334.96
01/08/2019 16:00,335.35
01/09/2019 16:00,338.53
01/10/2019 16:00,344.97
01/11/2019 16:00,347.26
1/14/2019 16:00:00,334.4
1/15/2019 16:00:00,344.43
1/16/2019 16:00:00,346.05
1/17/2019 16:00:00,347.31
1/18/2019 16:00:00,302.26
1/22/2019 16:00:00,298.92
1/23/2019 16:00:00,287.59
1/24/2019 16:00:00,291.51
1/25/2019 16:00:00,297.04
1/28/2019 16:00:00,296.38
1/29/2019 16:00:00,297.46
1/30/2019 16:00:00,308.77
1/31/2019 16:00:00,307.02
02/01/2019 16:00,312.21
02/04/2019 16:00,312.89
02/05/2019 16:00,321.35
02/06/2019 16:00,317.22
02/07/2019 16:00,307.51
02/08/2019 16:00,305.8
02/11/2019 16:00,312.84
02/12/2019 16:00,311.81
2/13/2019 16:00:00,308.17
2/14/2019 16:00:00,303.77
2/15/2019 16:00:00,307.88
2/19/2019 16:00:00,305.64
2/20/2019 16:00:00,302.56
2/21/2019 16:00:00,291.23
2/22/2019 16:00:00,294.71
2/25/2019 16:00:00,298.77
2/26/2019 16:00:00,297.86
2/27/2019 16:00:00,314.74
2/28/2019 16:00:00,319.88
03/01/2019 16:00,294.79
03/04/2019 16:00,285.36
03/05/2019 16:00,276.54
03/06/2019 16:00,276.24
03/07/2019 16:00,276.59
03/08/2019 16:00,284.14
03/11/2019 16:00,290.92
03/12/2019 16:00,283.36
3/13/2019 16:00:00,288.96
3/14/2019 16:00:00,289.96
3/15/2019 16:00:00,275.43
3/18/2019 16:00:00,269.49
3/19/2019 16:00:00,267.47
3/20/2019 16:00:00,273.6
3/21/2019 16:00:00,274.02
3/22/2019 16:00:00,264.53
3/25/2019 16:00:00,260.42
3/26/2019 16:00:00,267.77
3/27/2019 16:00:00,274.83
3/28/2019 16:00:00,278.62
3/29/2019 16:00:00,279.86
04/01/2019 16:00,289.18
04/02/2019 16:00,285.88
04/03/2019 16:00,291.81
04/04/2019 16:00,267.78
04/05/2019 16:00,274.96
04/08/2019 16:00,273.2
04/09/2019 16:00,272.31
04/10/2019 16:00,276.06
04/11/2019 16:00,268.42
04/12/2019 16:00,267.7
4/15/2019 16:00:00,266.38
4/16/2019 16:00:00,273.36
4/17/2019 16:00:00,271.23
4/18/2019 16:00:00,273.26
4/22/2019 16:00:00,262.75
4/23/2019 16:00:00,263.9
4/24/2019 16:00:00,258.66
4/25/2019 16:00:00,247.63
4/26/2019 16:00:00,235.14
4/29/2019 16:00:00,241.47
4/30/2019 16:00:00,238.69
05/01/2019 16:00,234.01
05/02/2019 16:00,244.1
05/03/2019 16:00,255.03
05/06/2019 16:00,255.34
05/07/2019 16:00,247.06
05/08/2019 16:00,244.84
05/09/2019 16:00,241.98
05/10/2019 16:00,239.52
5/13/2019 16:00:00,227.01
5/14/2019 16:00:00,232.31
5/15/2019 16:00:00,231.95
5/16/2019 16:00:00,228.33
5/17/2019 16:00:00,211.03
5/20/2019 16:00:00,205.36
5/21/2019 16:00:00,205.08
5/22/2019 16:00:00,192.73
5/23/2019 16:00:00,195.49
5/24/2019 16:00:00,190.63
5/28/2019 16:00:00,188.7
5/29/2019 16:00:00,189.86
5/30/2019 16:00:00,188.22
5/31/2019 16:00:00,185.16
06/03/2019 16:00,178.97
06/04/2019 16:00,193.6
06/05/2019 16:00,196.59
06/06/2019 16:00,205.95
06/07/2019 16:00,204.5
06/10/2019 16:00,212.88
06/11/2019 16:00,217.1
