id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,parentTconst,seasonNumber,episodeNumber,parentTitle,decade
tt0159771,videoGame,Star Trek: Klingon Academy,Star Trek: Klingon Academy,0.0,2000.0,,,"Action,Adventure,Sci-Fi",8.0,86.0,,,,,2000.0
tt0165789,videoGame,Freelancer,Freelancer,0.0,2003.0,,,"Action,Adventure,Mystery",8.9,460.0,,,,,2000.0
tt0190420,videoGame,Giants: Citizen Kabuto,Giants: Citizen Kabuto,0.0,2000.0,,,Action,7.9,109.0,,,,,2000.0
tt0195897,videoGame,MDK 2: Armageddon,MDK II,0.0,2000.0,,,"Action,Comedy,Fantasy",7.6,148.0,,,,,2000.0
tt0200172,videoGame,Star Wars: Episode I - Racer,Star Wars: Episode I - Racer,0.0,2000.0,,,"Action,Sci-Fi",7.5,954.0,,,,,2000.0
tt0201172,videoGame,Star Trek: Armada,Star Trek: Armada,0.0,2000.0,,,"Action,Adventure,Sci-Fi",7.9,188.0,,,,,2000.0
tt0201783,videoGame,Mortal Kombat: Special Forces,Mortal Kombat: Special Forces,0.0,2000.0,,,"Action,Adventure",5.2,88.0,,,,,2000.0
tt0203945,videoGame,Star Trek: Deep Space Nine - The Fallen,Star Trek: Deep Space Nine - The Fallen,0.0,2000.0,,,"Action,Adventure,Sci-Fi",7.3,129.0,,,,,2000.0
tt0203946,videoGame,Star Trek Voyager: Elite Force,Star Trek Voyager: Elite Force,0.0,2000.0,,,"Action,Adventure,Sci-Fi",8.4,420.0,,,,,2000.0
tt0208650,videoGame,TRON 2.0,TRON 2.0,0.0,2003.0,,,"Action,Adventure,Fantasy",8.3,256.0,,,,,2000.0
tt0211381,videoGame,Galleon,Galleon,0.0,2004.0,,,"Action,Adventure,Fantasy",7.4,8.0,,,,,2000.0
tt0214963,videoGame,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance,0.0,2002.0,,,"Action,Fantasy",7.4,981.0,,,,,2000.0
tt0217000,videoGame,Resident Evil: Code: Veronica,Resident Evil: Code: Veronica,0.0,2000.0,,,"Action,Horror,Mystery",8.2,2608.0,,,,,2000.0
tt0217837,videoGame,Tachyon: The Fringe,Tachyon: The Fringe,0.0,2000.0,,,"Action,Adventure",8.4,82.0,,,,,2000.0
tt0224637,videoGame,Forgotten Realms: Baldur's Gate II - Shadows of Amn,Forgotten Realms: Baldur's Gate II - Shadows of Amn,0.0,2000.0,,,"Action,Adventure,Fantasy",9.4,1921.0,,,,,2000.0
tt0225966,videoGame,Forgotten Realms: Icewind Dale,Forgotten Realms: Icewind Dale,0.0,2000.0,,,"Adventure,Fantasy",7.8,621.0,,,,,2000.0
tt0230336,videoGame,Invictus: In the Shadow of Olympus,Invictus,0.0,2000.0,,,Adventure,6.0,8.0,,,,,2000.0
tt0232531,videoGame,Resident Evil Zero,Biohazard Ø,0.0,2002.0,,,"Action,Adventure,Horror",7.9,1852.0,,,,,2000.0
tt0232532,videoGame,Resident Evil: Survivor,Biohazard: Gun Survivor,0.0,2000.0,,,"Action,Horror,Mystery",5.4,402.0,,,,,2000.0
tt0238971,videoGame,Evil Dead: Hail to the King,Evil Dead: Hail to the King,0.0,2000.0,,,"Action,Adventure,Comedy",7.0,365.0,,,,,2000.0
tt0239961,videoGame,Legend of Mana,Seiken densetsu: Legend of Mana,0.0,2000.0,,,"Action,Adventure,Drama",8.4,97.0,,,,,2000.0
tt0240726,videoGame,Micro Maniacs,Micro Maniacs,0.0,2000.0,,,"Action,Sci-Fi",7.0,22.0,,,,,2000.0
tt0241986,videoGame,Star Wars: Episode I - Jedi Power Battles,Star Wars: Episode I - Jedi Power Battles,0.0,2000.0,,,"Action,Adventure,Fantasy",7.0,240.0,,,,,2000.0
tt0243567,videoGame,Soldier of Fortune,Soldier of Fortune,0.0,2000.0,,,"Action,Adventure",8.0,455.0,,,,,2000.0
tt0243896,videoGame,Fear Effect,Fear Effect,0.0,2000.0,,,"Action,Adventure,Fantasy",8.3,193.0,,,,,2000.0
tt0243969,videoGame,Fighting Mania: Fist of the North Star,Hokuto no Ken: Punch Mania,0.0,2000.0,,,,7.6,9.0,,,,,2000.0
tt0244654,videoGame,Mega Man Legends 2,Rockman DASH 2,0.0,2000.0,,,"Action,Adventure,Comedy",8.5,72.0,,,,,2000.0
tt0244841,videoGame,Thief II: The Metal Age,Thief II: The Metal Age,0.0,2000.0,,,"Action,Adventure,Crime",8.9,446.0,,,,,2000.0
tt0245097,videoGame,Escape from Monkey Island,Escape from Monkey Island,0.0,2000.0,,,"Adventure,Comedy,Fantasy",8.0,1238.0,,,,,2000.0
tt0245134,videoGame,Global Domination,Global Domination,0.0,2000.0,,,War,7.8,8.0,,,,,2000.0
tt0245511,videoGame,Tony Tough and the Night of Roasted Moths,Tony Tough and the Night of Roasted Moths,0.0,2002.0,,,"Adventure,Animation,Comedy",7.5,13.0,,,,,2000.0
tt0246614,videoGame,Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,0.0,2001.0,,,Sci-Fi,7.5,708.0,,,,,2000.0
tt0246867,videoGame,Power Rangers Lightspeed Rescue,Power Rangers Lightspeed Rescue,0.0,2000.0,,,Action,7.1,93.0,,,,,2000.0
tt0246902,videoGame,Run Like Hell,Run Like Hell,0.0,2002.0,,,"Action,Horror,Sci-Fi",8.0,69.0,,,,,2000.0
tt0246909,videoGame,"Sanity, Aiken's Artifact","Sanity, Aiken's Artifact",0.0,2000.0,,,"Action,Adventure,Crime",8.4,16.0,,,,,2000.0
tt0247298,videoGame,Donald Duck Goin' Quackers,Donald Duck Goin' Quackers,0.0,2000.0,,,"Action,Adventure,Comedy",7.2,115.0,,,,,2000.0
tt0247477,videoGame,Soul Reaver 2,Soul Reaver 2,0.0,2001.0,,,"Action,Fantasy,Horror",8.4,582.0,,,,,2000.0
tt0248606,videoGame,WWF SmackDown!,WWF SmackDown!,0.0,2000.0,,,Action,7.3,252.0,,,,,2000.0
tt0248919,videoGame,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster,0.0,2000.0,,,"Action,Adventure,Comedy",8.5,179.0,,,,,2000.0
tt0249008,videoGame,Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 2: Sons of Liberty,0.0,2001.0,,,"Action,Adventure",9.0,7672.0,,,,,2000.0
tt0249448,videoGame,Code Blue,Code Blue,0.0,2000.0,,,"Adventure,Drama",6.0,23.0,,,,,2000.0
tt0249510,videoGame,Final Fantasy IX,Fainaru fantajî IX,0.0,2000.0,,,"Adventure,Fantasy",8.8,3874.0,,,,,2000.0
tt0250583,videoGame,Medal of Honor: Underground,Medal of Honor: Underground,0.0,2000.0,,,"Action,Adventure,History",8.1,613.0,,,,,2000.0
tt0251285,videoGame,Myst III: Exile,Myst III: Exile,0.0,2001.0,,,"Adventure,Fantasy,Mystery",8.5,324.0,,,,,2000.0
tt0251576,videoGame,Alice,Alice,0.0,2000.0,,,"Action,Fantasy,Horror",8.8,1347.0,,,,,2000.0
tt0252338,videoGame,Command & Conquer: Red Alert 2,Command & Conquer: Red Alert 2,0.0,2000.0,,,"Action,Sci-Fi,War",8.6,2693.0,,,,,2000.0
tt0252381,videoGame,Dino Crisis 2,Dino Crisis 2,0.0,2000.0,,,"Action,Adventure,Horror",8.0,905.0,,,,,2000.0
tt0252431,videoGame,Fear Effect 2: Retro Helix,Fear Effect 2: Retro Helix,0.0,2001.0,,,"Action,Adventure,Crime",8.5,114.0,,,,,2000.0
tt0253369,videoGame,Oddworld: Munch's Oddysee,Oddworld: Munch's Oddysee,0.0,2001.0,,,"Action,Comedy,Horror",7.8,170.0,,,,,2000.0
tt0253879,videoGame,Vagrant Story,Vagrant Story,0.0,2000.0,,,"Action,Fantasy",8.7,317.0,,,,,2000.0
tt0253921,videoGame,Wacky Races,Wacky Races,0.0,2000.0,,,"Action,Family,Fantasy",7.3,56.0,,,,,2000.0
tt0254415,videoGame,In Cold Blood,In Cold Blood,0.0,2000.0,,,"Action,Adventure,Mystery",6.8,32.0,,,,,2000.0
tt0254878,videoGame,X-Men: Mutant Academy,X-Men: Mutant Academy,0.0,2000.0,,,"Action,Sci-Fi",7.6,99.0,,,,,2000.0
tt0256407,videoGame,Star Trek: Invasion,Star Trek: Invasion,0.0,2000.0,,,"Action,Adventure,Sci-Fi",7.3,62.0,,,,,2000.0
tt0257229,videoGame,ToeJam & Earl III: Mission to Earth,ToeJam & Earl III: Mission to Earth,0.0,2002.0,,,"Action,Adventure",8.3,28.0,,,,,2000.0
tt0258523,videoGame,Diablo II,Diablo II,0.0,2000.0,,,"Action,Fantasy,Horror",9.0,3555.0,,,,,2000.0
tt0258609,videoGame,Gekido,Gekido,0.0,2000.0,,,"Action,Adventure",6.6,22.0,,,,,2000.0
tt0258925,videoGame,Ridge Racer V,Ridge Racer V,0.0,2000.0,,,Sport,6.2,25.0,,,,,2000.0
tt0258979,videoGame,Spider-Man,Spider-Man,0.0,2000.0,,,"Action,Adventure,Fantasy",8.1,1343.0,,,,,2000.0
tt0259025,videoGame,Syphon Filter 2,Syphon Filter 2,0.0,2000.0,,,"Action,Adventure,Mystery",8.2,509.0,,,,,2000.0
tt0259104,videoGame,Warcraft III: Reign of Chaos,Warcraft III: Reign of Chaos,0.0,2002.0,,,"Action,Adventure,Fantasy",8.9,3121.0,,,,,2000.0
tt0261407,videoGame,Who Wants to Be a Millionaire?,Who Wants to Be a Millionaire?,0.0,2000.0,,,Game-Show,6.7,35.0,,,,,2000.0
tt0262629,videoGame,Mr. Driller,Misutâ Dorirâ,0.0,2000.0,,,Family,7.3,24.0,,,,,2000.0
tt0262820,videoGame,Tenchu 2: Birth of the Stealth Assassins,Tenchu 2,0.0,2000.0,,,"Action,Adventure,Drama",8.1,178.0,,,,,2000.0
tt0262905,videoGame,Wipeout 3 Special Edition,Wipeout 3 Special Edition,0.0,2000.0,,,"Action,Sci-Fi,Sport",8.5,10.0,,,,,2000.0
tt0262906,videoGame,Wipeout Fusion,Wipeout Fusion,0.0,2002.0,,,"Action,Sci-Fi,Sport",7.7,41.0,,,,,2000.0
tt0263287,videoGame,Driver 2,Driver 2,0.0,2000.0,,,"Action,Adventure",7.4,668.0,,,,,2000.0
tt0263291,videoGame,Duke Nukem: Land of the Babes,Duke Nukem: Land of the Babes,0.0,2000.0,,,"Action,Comedy,Sci-Fi",7.4,87.0,,,,,2000.0
tt0264040,videoGame,Star Wars: Force Commander,Star Wars: Force Commander,0.0,2000.0,,,Sci-Fi,6.6,78.0,,,,,2000.0
tt0264208,videoGame,Zone of the Enders,Zone of the Enders Z.O.E,0.0,2001.0,,,"Action,Adventure,Mystery",7.5,278.0,,,,,2000.0
tt0264535,videoGame,Die Hard Trilogy 2: Viva Las Vegas,Die Hard Trilogy 2: Viva Las Vegas,0.0,2000.0,,,"Action,Adventure,Thriller",6.4,73.0,,,,,2000.0
tt0264563,videoGame,ECW: Anarchy Rulz,ECW: Anarchy Rulz,0.0,2000.0,,,Action,7.7,37.0,,,,,2000.0
tt0264564,videoGame,ECW: Hardcore Revolution,ECW: Hardcore Revolution,0.0,2000.0,,,Action,6.7,43.0,,,,,2000.0
tt0264790,videoGame,The Legend of Zelda: Majora's Mask,Zeruda no densetsu: Mujura no kamen,0.0,2000.0,,,"Action,Adventure,Family",9.1,2819.0,,,,,2000.0
tt0265795,videoGame,Spyro: Year of the Dragon,Spyro: Year of the Dragon,0.0,2000.0,,,"Action,Adventure,Fantasy",8.6,1133.0,,,,,2000.0
tt0266026,videoGame,WWF SmackDown! 2: Know Your Role,WWF SmackDown! 2: Know Your Role,0.0,2000.0,,,"Action,Sport",7.8,345.0,,,,,2000.0
tt0266239,videoGame,Alien: Resurrection,Alien: Resurrection,0.0,2000.0,,,"Action,Horror,Sci-Fi",6.8,138.0,,,,,2000.0
tt0266750,videoGame,Marvel vs. Capcom 2: New Age of Heroes,Marvel vs. Capcom 2: New Age of Heroes,0.0,2000.0,,,"Action,Adventure,Sci-Fi",8.3,654.0,,,,,2000.0
tt0266777,videoGame,The Mummy,The Mummy,0.0,2000.0,,,"Action,Adventure,Fantasy",7.1,108.0,,,,,2000.0
tt0266909,videoGame,Rock 'Em Sock 'Em Robots,Rock 'Em Sock 'Em Robots,0.0,2000.0,,,"Action,Sci-Fi,Sport",6.7,6.0,,,,,2000.0
tt0267554,videoGame,Hogs of War,Hogs of War,0.0,2000.0,,,"Action,Adventure,Comedy",8.4,164.0,,,,,2000.0
tt0267750,videoGame,Mike Tyson Boxing,Mike Tyson Boxing,0.0,2000.0,,,"Action,Sport",5.6,7.0,,,,,2000.0
tt0267786,videoGame,The Operative: No One Lives Forever,The Operative: No One Lives Forever,0.0,2000.0,,,"Action,Adventure,Comedy",8.9,551.0,,,,,2000.0
tt0267939,videoGame,South Park Rally,South Park Rally,0.0,2000.0,,,"Action,Comedy,Sport",6.0,204.0,,,,,2000.0
tt0268100,videoGame,007 Racing,007 Racing,0.0,2000.0,,,"Action,Adventure,Sport",5.5,118.0,,,,,2000.0
tt0268256,videoGame,Devil May Cry,Devil May Cry,0.0,2001.0,,,"Action,Adventure,Fantasy",8.2,2133.0,,,,,2000.0
tt0268343,videoGame,The Grinch,The Grinch,0.0,2000.0,,,"Action,Adventure,Fantasy",5.7,195.0,,,,,2000.0
tt0268589,videoGame,Rugrats in Paris: The Movie,Rugrats in Paris: The Movie,0.0,2000.0,,,"Action,Adventure,Comedy",6.3,70.0,,,,,2000.0
tt0268719,videoGame,Ultimate Fighting Championship,Ultimate Fighting Championship,0.0,2000.0,,,Action,8.1,16.0,,,,,2000.0
tt0268739,videoGame,Vanishing Point,Vanishing Point,0.0,2000.0,,,Family,5.6,9.0,,,,,2000.0
tt0268761,videoGame,The World Is Not Enough,The World Is Not Enough,0.0,2000.0,,100.0,"Action,Adventure,Thriller",6.7,1266.0,,,,,2000.0
tt0269357,videoGame,Forgotten Realms: Icewind Dale - Heart of Winter,Forgotten Realms: Icewind Dale - Heart of Winter,0.0,2001.0,,,"Action,Adventure,Fantasy",7.7,317.0,,,,,2000.0
tt0269576,videoGame,Ms. Pac-Man Maze Madness,Ms. Pac-Man Maze Madness,0.0,2000.0,,,"Action,Adventure,Family",7.5,25.0,,,,,2000.0
tt0269909,videoGame,Star Wars: Demolition,Star Wars: Demolition,0.0,2000.0,,,"Action,Adventure,Sci-Fi",7.0,81.0,,,,,2000.0
tt0270581,videoGame,Power Stone 2,Power Stone 2,0.0,2000.0,,,"Action,Adventure",7.9,67.0,,,,,2000.0
tt0270831,videoGame,Animorphs: Shattered Reality,Animorphs: Shattered Reality,0.0,2000.0,,,Sci-Fi,6.7,19.0,,,,,2000.0
tt0270977,videoGame,Grind Session,Grind Session,0.0,2000.0,,,"Action,Family,Sport",8.1,13.0,,,,,2000.0
tt0270990,videoGame,Hokuto no Ken: Seikimatsu kyûseishu densetsu,Hokuto no Ken: Seikimatsu kyûseishu densetsu,0.0,2000.0,,,,7.6,11.0,,,,,2000.0
tt0271072,videoGame,Muppet Monster Adventure,Muppet Monster Adventure,0.0,2000.0,,,"Adventure,Family,Fantasy",7.7,28.0,,,,,2000.0
tt0271073,videoGame,Muppet Race Mania,Muppet Race Mania,0.0,2000.0,,,"Action,Comedy,Family",8.5,41.0,,,,,2000.0
tt0271085,videoGame,Nightmare Creatures II,Nightmare Creatures II,0.0,2000.0,,,Horror,7.2,56.0,,,,,2000.0
tt0271111,videoGame,Perfect Dark,Perfect Dark,0.0,2000.0,,,"Action,Adventure,Sci-Fi",8.7,1378.0,,,,,2000.0
tt0271233,videoGame,Tony Hawk's Pro Skater 2,Tony Hawk's Pro Skater 2,0.0,2000.0,,,Sport,8.0,1222.0,,,,,2000.0
tt0271268,videoGame,Woody Woodpecker Racing,Woody Woodpecker Racing,0.0,2000.0,,,"Action,Family,Fantasy",5.9,7.0,,,,,2000.0
tt0271372,videoGame,Army Men: Air Attack 2,Army Men: Air Attack 2,0.0,2000.0,,,"Action,Adventure",7.1,28.0,,,,,2000.0
tt0271373,videoGame,Army Men: Sarge's Heroes 2,Army Men: Sarge's Heroes 2,0.0,2000.0,,,"Action,Adventure",6.7,43.0,,,,,2000.0
tt0271374,videoGame,Army Men: World War,Army Men: World War,0.0,2000.0,,,"Action,Adventure,War",7.0,20.0,,,,,2000.0
tt0271442,videoGame,Covert Ops: Nuclear Dawn,Chase the Express,0.0,2000.0,,,Action,8.2,23.0,,,,,2000.0
tt0271450,videoGame,Danger Girl,Danger Girl,0.0,2000.0,,,"Action,Adventure,Mystery",6.9,15.0,,,,,2000.0
tt0271453,videoGame,Dave Mirra Freestyle BMX,Dave Mirra Freestyle BMX,0.0,2000.0,,,Sport,7.2,51.0,,,,,2000.0
tt0271471,videoGame,The Dukes of Hazzard 2: Daisy Dukes It Out,The Dukes of Hazzard 2: Daisy Dukes It Out,0.0,2000.0,,,"Action,Adventure",7.7,29.0,,,,,2000.0
tt0271509,videoGame,Flåklypa Grand Prix,Flåklypa Grand Prix,0.0,2000.0,,,"Action,Adventure",8.4,223.0,,,,,2000.0
tt0271799,videoGame,Spec Ops: Stealth Patrol,Spec Ops: Stealth Patrol,0.0,2000.0,,,Action,2.7,7.0,,,,,2000.0
tt0272064,videoGame,Daria's Inferno,Daria's Inferno,0.0,2000.0,,,"Adventure,Animation,Comedy",7.5,24.0,,,,,2000.0
tt0272273,videoGame,Ready 2 Rumble Boxing: Round 2,Ready 2 Rumble Boxing: Round 2,0.0,2000.0,,,Sport,6.8,32.0,,,,,2000.0
tt0272306,videoGame,Star Trek: Starfleet Command: Volume II: Empires at War,Star Trek: Starfleet Command: Volume II: Empires at War,0.0,2000.0,,,Sci-Fi,6.9,39.0,,,,,2000.0
tt0272423,videoGame,102 Dalmatians: Puppies to the Rescue,102 Dalmatians: Puppies to the Rescue,0.0,2000.0,,,"Action,Adventure,Comedy",6.5,136.0,,,,,2000.0
tt0272928,videoGame,WCW: Backstage Assault,WCW: Backstage Assault,0.0,2000.0,,,Action,4.7,42.0,,,,,2000.0
tt0272930,videoGame,Walt Disney World Quest: Magical Racing Tour,Walt Disney World Quest: Magical Racing Tour,0.0,2000.0,,,,7.7,35.0,,,,,2000.0
tt0272932,videoGame,Warriors of Might and Magic,Warriors of Might and Magic,0.0,2000.0,,,"Action,Adventure,Fantasy",5.9,17.0,,,,,2000.0
tt0272943,videoGame,World's Scariest Police Chases,World's Scariest Police Chases,0.0,2001.0,,,,6.3,45.0,,,,,2000.0
tt0273484,videoGame,Bugs Bunny & Taz: Time Busters,Bugs Bunny & Taz: Time Busters,0.0,2000.0,,,"Action,Adventure,Family",8.4,81.0,,,,,2000.0
tt0274452,videoGame,Darkstone,Darkstone,0.0,2001.0,,,,8.0,26.0,,,,,2000.0
tt0274533,videoGame,Gran Turismo 3: A-Spec,Gran Turismo 3: A-Spec,0.0,2001.0,,,Sport,8.3,762.0,,,,,2000.0
tt0274654,videoGame,Mega Man X5,Rockman X5,0.0,2000.0,,,"Action,Adventure,Drama",7.5,214.0,,,,,2000.0
tt0274655,videoGame,Mega Man Xtreme,Rock Man X: Cyber Mission,0.0,2000.0,,,Action,6.5,28.0,,,,,2000.0
tt0274894,videoGame,Starship Troopers: Terran Ascendancy,Starship Troopers: Terran Ascendancy,0.0,2000.0,,,"Action,Adventure,Sci-Fi",7.0,57.0,,,,,2000.0
tt0275059,videoGame,WWF No Mercy,WWF No Mercy,0.0,2000.0,,,"Action,Sport",8.7,218.0,,,,,2000.0
tt0275060,videoGame,WWF with Authority!,WWF with Authority!,0.0,2000.0,,,Action,4.0,5.0,,,,,2000.0
tt0275297,videoGame,Delta Force: Land Warrior,Delta Force: Land Warrior,0.0,2000.0,,,"Action,Adventure",7.6,92.0,,,,,2000.0
tt0275324,videoGame,Empire Earth,Empire Earth,0.0,2001.0,,,"Action,Adventure,Fantasy",7.8,273.0,,,,,2000.0
tt0275393,videoGame,Half-Life: Counter-Strike,Half-Life: Counter-Strike,0.0,2000.0,,,"Action,Crime",8.5,3044.0,,,,,2000.0
tt0275424,videoGame,Insane,Insane,0.0,2000.0,,,,7.4,18.0,,,,,2000.0
tt0275511,videoGame,Medal of Honor: Allied Assault,Medal of Honor: Allied Assault,0.0,2002.0,,,"Action,Adventure,War",8.4,1917.0,,,,,2000.0
tt0275517,videoGame,Mickey's Speedway USA,Mickey's Speedway USA,0.0,2000.0,,,"Comedy,Family,Sport",7.0,37.0,,,,,2000.0
tt0275645,videoGame,Sacrifice,Sacrifice,0.0,2000.0,,,"Action,Adventure,Fantasy",8.0,103.0,,,,,2000.0
tt0275734,videoGame,Tomb Raider: Chronicles,Tomb Raider: Chronicles,0.0,2000.0,,,"Action,Adventure",7.2,758.0,,,,,2000.0
tt0276104,videoGame,Emperor: Battle for Dune,Emperor: Battle for Dune,0.0,2002.0,,,"Action,Adventure,Sci-Fi",8.1,196.0,,,,,2000.0
tt0276195,videoGame,Hitman: Codename 47,Hitman: Codename 47,0.0,2000.0,,,"Action,Crime,Drama",8.2,1844.0,,,,,2000.0
tt0276320,videoGame,Mario Tennis,Mario Tennis,0.0,2000.0,,,"Action,Family,Sport",7.8,373.0,,,,,2000.0
tt0276388,videoGame,Paper Mario,Paper Mario,0.0,2000.0,,,"Adventure,Fantasy",8.5,774.0,,,,,2000.0
tt0276405,videoGame,Phantasy Star Online,Phantasy Star Online,0.0,2000.0,,,"Action,Adventure,Fantasy",8.5,84.0,,,,,2000.0
tt0276506,videoGame,The Sims,The Sims,0.0,2000.0,,,,7.9,2008.0,,,,,2000.0
tt0276525,videoGame,Star Trek: Away Team,Star Trek: Away Team,0.0,2001.0,,,"Action,Sci-Fi",7.0,62.0,,,,,2000.0
tt0276526,videoGame,Star Wars: Episode I - Battle for Naboo,Star Wars: Episode I - Battle for Naboo,0.0,2001.0,,,"Action,Adventure,Sci-Fi",7.0,138.0,,,,,2000.0
tt0276534,videoGame,Stronghold,Stronghold,0.0,2001.0,,,"Action,History,War",8.1,294.0,,,,,2000.0
tt0276592,videoGame,Undying,Undying,0.0,2001.0,,,"Action,Horror,Mystery",9.0,818.0,,,,,2000.0
tt0276802,videoGame,Banjo-Tooie,Banjo-Tooie,0.0,2000.0,,,"Adventure,Fantasy",8.5,774.0,,,,,2000.0
tt0276856,videoGame,Chicken Run,Chicken Run,0.0,2000.0,,,"Action,Comedy,Family",6.9,153.0,,,,,2000.0
tt0276899,videoGame,Dead or Alive 2,Dead or Alive 2,0.0,2000.0,,,"Action,Family,Mystery",7.4,255.0,,,,,2000.0
tt0277073,videoGame,King of Fighters '99 Evolution,King of Fighters '99 Evolution,0.0,2000.0,,,Action,8.1,75.0,,,,,2000.0
tt0277249,videoGame,Power Rangers Time Force,Power Rangers Time Force,0.0,2001.0,,,"Action,Adventure,Sci-Fi",7.1,53.0,,,,,2000.0
tt0277334,videoGame,Sonic Adventure 2,Sonikku adobenchâ 2,0.0,2001.0,,,"Action,Adventure,Family",8.1,1019.0,,,,,2000.0
tt0277350,videoGame,Stupid Invaders,Stupid Invaders,0.0,2001.0,,,"Adventure,Comedy,Sci-Fi",7.2,40.0,,,,,2000.0
tt0277430,videoGame,WWF Raw,WWF Raw,0.0,2002.0,,,Action,6.9,63.0,,,,,2000.0
tt0277439,videoGame,Who Wants to Beat Up a Millionaire,Who Wants to Beat Up a Millionaire,0.0,2000.0,,,Comedy,5.8,5.0,,,,,2000.0
tt0277553,videoGame,Action Man: Search for Base X,Action Man: Search for Base X,0.0,2001.0,,,"Action,Adventure",4.9,7.0,,,,,2000.0
tt0277647,videoGame,Crimson Skies,Crimson Skies,0.0,2000.0,,,"Action,Adventure",7.6,75.0,,,,,2000.0
tt0277670,videoGame,Demolition Racer: No Exit,Demolition Racer: No Exit,0.0,2000.0,,,Family,8.2,26.0,,,,,2000.0
tt0277723,videoGame,Grand Theft Auto III,Grand Theft Auto III,0.0,2001.0,,,"Action,Crime",8.7,13633.0,,,,,2000.0
tt0277732,videoGame,Heavy Metal: Geomatrix,Heavy Metal: Geomatrix,0.0,2001.0,,,"Action,Adventure,Fantasy",7.0,11.0,,,,,2000.0
tt0277739,videoGame,The House of the Dead III,The House of the Dead III,0.0,2002.0,,,"Action,Horror,Mystery",7.0,206.0,,,,,2000.0
tt0277804,videoGame,Looney Tunes Racing,Looney Tunes Racing,0.0,2000.0,,,"Action,Family,Fantasy",6.6,35.0,,,,,2000.0
tt0277828,videoGame,Enter the Matrix,Enter the Matrix,0.0,2003.0,,,"Action,Adventure,Sci-Fi",6.9,3174.0,,,,,2000.0
tt0277933,videoGame,Oni,Oni,0.0,2001.0,,,"Action,Adventure,Crime",7.8,171.0,,,,,2000.0
tt0277934,videoGame,Onimusha: Warlords,Onimusha,0.0,2001.0,,,"Action,Adventure,Fantasy",8.4,525.0,,,,,2000.0
tt0278059,videoGame,Star Wars: Starfighter,Star Wars: Starfighter,0.0,2001.0,,,"Action,Adventure,Sci-Fi",6.9,127.0,,,,,2000.0
tt0278060,videoGame,Startopia,Startopia,0.0,2001.0,,,"Action,Sci-Fi",8.2,37.0,,,,,2000.0
tt0278066,videoGame,Summoner,Summoner,0.0,2000.0,,,"Action,Adventure,Fantasy",8.2,43.0,,,,,2000.0
tt0278372,videoGame,The Bouncer,The Bouncer,0.0,2000.0,,,"Action,Adventure,Fantasy",7.0,125.0,,,,,2000.0
tt0278458,videoGame,Gangsters 2: Vendetta,Gangsters 2: Vendetta,0.0,2001.0,,,"Action,Crime",8.4,29.0,,,,,2000.0
tt0278530,videoGame,Kingdom Under Fire: A War of Heroes,Kingdom Under Fire: A War of Heroes,0.0,2001.0,,,"Action,Adventure,Fantasy",8.0,24.0,,,,,2000.0
tt0278678,videoGame,Riddle of the Sphinx: An Egyptian Adventure,Riddle of the Sphinx: An Egyptian Adventure,0.0,2001.0,,,"Action,Adventure",4.9,16.0,,,,,2000.0
tt0278692,videoGame,Scooby-Doo: Classic Creep Capers,Scooby-Doo: Classic Creep Capers,0.0,2000.0,,,"Adventure,Comedy,Mystery",7.4,35.0,,,,,2000.0
tt0278716,videoGame,SimCoaster,SimCoaster,0.0,2001.0,,,Family,8.1,16.0,,,,,2000.0
tt0278749,videoGame,Sudden Strike,Sudden Strike,0.0,2001.0,,,"Action,Adventure",7.0,34.0,,,,,2000.0
tt0278814,videoGame,The Ward,The Ward,0.0,2001.0,,,Adventure,8.6,14.0,,,,,2000.0
tt0278947,videoGame,Army Men: Green Rogue,Army Men: Green Rogue,0.0,2001.0,,,"Action,Adventure",5.9,24.0,,,,,2000.0
tt0278982,videoGame,Blade of Darkness,Blade of Darkness,0.0,2001.0,,,"Action,Adventure,Fantasy",8.6,94.0,,,,,2000.0
tt0279034,videoGame,Dark Reign 2,Dark Reign 2,0.0,2000.0,,,Action,6.2,12.0,,,,,2000.0
tt0279635,videoGame,Aidyn Chronicles: The First Mage,Aidyn Chronicles: The First Mage,0.0,2001.0,,,"Action,Adventure,Fantasy",7.6,24.0,,,,,2000.0
tt0279658,videoGame,Army Men World War: Final Front,Army Men World War: Final Front,0.0,2001.0,,,"Action,Adventure",6.5,13.0,,,,,2000.0
tt0279742,videoGame,Conker's Bad Fur Day,Conker's Bad Fur Day,0.0,2001.0,,,"Action,Adventure,Comedy",8.7,1166.0,,,,,2000.0
tt0279776,videoGame,Dinosaur,Dinosaur,0.0,2000.0,,,Family,6.2,33.0,,,,,2000.0
tt0279810,videoGame,Fate of the Dragon,Fate of the Dragon,0.0,2001.0,,,Action,6.7,7.0,,,,,2000.0
tt0279840,videoGame,Grandia II,Grandia II,0.0,2000.0,,,"Action,Adventure,Drama",8.2,193.0,,,,,2000.0
